;lat;lon;ciudad;zona;localidad;barrio;habitaciones;baños;area;area_privada;precio;moneda;tipo_propiedad;tipo_operacion
412;4.721;-74.03;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;103.0;103.0;690000000.0;COP;Apartamento;Venta
413;4.704;-74.032;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;3.0;3.0;101.0;101.0;570000000.0;COP;Apartamento;Venta
414;4.68;-74.054;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;2.0;3.0;92.0;92.0;750000000.0;COP;Apartamento;Venta
415;4.677;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;3.0;4.0;94.0;94.0;550000000.0;COP;Apartamento;Venta
416;4.667;-74.125;Bogotá D.C;Zona Occidental;Fontibón;Modelia;3.0;1.0;47.0;47.0;132000000.0;COP;Apartamento;Venta
417;4.648;-74.059;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;1.0;1.0;39.0;39.0;180000000.0;COP;Apartamento;Venta
418;4.703;-74.032;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;1.0;2.0;80.0;80.0;525000000.0;COP;Apartamento;Venta
419;4.718999999999999;-74.035;Bogotá D.C;Zona Norte;Usaquén;Cedritos;1.0;2.0;53.0;53.0;285000000.0;COP;Apartamento;Venta
420;4.678999999999999;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;2.0;3.0;100.0;100.0;750000000.0;COP;Apartamento;Venta
421;4.689;-74.043;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;3.0;106.0;106.0;800000000.0;COP;Apartamento;Venta
422;4.659;-74.047;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;2.0;200.0;200.0;1050000000.0;COP;Apartamento;Venta
423;4.7010000000000005;-74.031;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;2.0;3.0;89.0;89.0;620000000.0;COP;Apartamento;Venta
424;4.696000000000001;-74.036;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;3.0;150.0;132.0;690000000.0;COP;Apartamento;Venta
425;4.7;-74.041;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;1.0;1.0;35.0;35.0;239900000.0;COP;Apartamento;Venta
426;4.729;-74.029;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;2.0;92.0;92.0;250000000.0;COP;Apartamento;Venta
427;4.696000000000001;-74.03699999999999;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;2.0;2.0;90.0;90.0;420000000.0;COP;Apartamento;Venta
428;4.699;-74.045;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;3.0;197.0;172.0;1079000000.0;COP;Apartamento;Venta
429;4.711;-74.05;Bogotá D.C;Zona Norte;Usaquén;La Calleja;3.0;3.0;85.0;85.0;490000000.0;COP;Apartamento;Venta
430;4.684;-74.053;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;1.0;2.0;63.0;63.0;500000000.0;COP;Apartamento;Venta
431;4.6819999999999995;-74.051;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;3.0;3.0;140.0;140.0;800000000.0;COP;Apartamento;Venta
432;4.655;-74.06;Bogotá D.C;Zona Chapinero;Chapinero;Quinta Camacho;6.0;7.0;451.0;579.0;3400000000.0;COP;Casa;Venta
433;4.659;-74.128;Bogotá D.C;Zona Occidental;Fontibón;La Felicidad;3.0;2.0;92.0;98.0;490000000.0;COP;Apartamento;Venta
434;4.659;-74.128;Bogotá D.C;Zona Occidental;Fontibón;La Felicidad;4.0;5.0;146.0;146.0;670000000.0;COP;Apartamento;Venta
435;4.704;-74.058;Bogotá D.C;Zona Noroccidental;Suba;Niza;1.0;1.0;36.0;36.0;241297840.0;COP;Apartamento;Venta
436;4.697;-74.082;Bogotá D.C;Zona Noroccidental;Suba;Pontevedra ;2.0;2.0;77.0;77.0;420000000.0;COP;Apartamento;Venta
437;4.6930000000000005;-74.062;Bogotá D.C;Zona Noroccidental;Suba;Pasadena ;2.0;2.0;120.0;80.0;550000000.0;COP;Apartamento;Venta
438;4.7;-74.06;Bogotá D.C;Zona Noroccidental;Suba;Alhambra;4.0;3.0;91.0;91.0;350000000.0;COP;Apartamento;Venta
439;4.636;-74.146;Bogotá D.C;Zona Suroccidental;Kennedy;Castilla;3.0;1.0;42.0;46.0;160000000.0;COP;Apartamento;Venta
440;4.638999999999999;-74.14399999999999;Bogotá D.C;Zona Suroccidental;Kennedy;Castilla;4.0;3.0;133.0;160.0;560000000.0;COP;Casa;Venta
441;4.667;-74.116;Bogotá D.C;Zona Occidental;Fontibón;Modelia;3.0;5.0;307.0;307.0;995000000.0;COP;Casa;Venta
442;4.7589999999999995;-74.043;Bogotá D.C;Zona Norte;Usaquén;San Antonio Norte;3.0;2.0;70.0;70.0;250000000.0;COP;Apartamento;Venta
443;4.7219999999999995;-74.036;Bogotá D.C;Zona Norte;Usaquén;Cedritos;1.0;2.0;47.0;47.0;280000000.0;COP;Apartamento;Venta
444;4.723;-74.03699999999999;Bogotá D.C;Zona Norte;Usaquén;Cedritos;2.0;3.0;67.0;67.0;300000000.0;COP;Apartamento;Venta
445;4.7;-74.04;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;4.0;4.0;148.0;148.0;1550000000.0;COP;Apartamento;Venta
446;4.604;-74.07;Bogotá D.C;Zona Centro;Santa Fe;Las Nieves;1.0;1.0;39.0;39.0;360000000.0;COP;Apartamento;Venta
447;4.728;-74.042;Bogotá D.C;Zona Norte;Usaquén;Cedritos;1.0;1.0;39.0;39.0;270000000.0;COP;Apartamento;Venta
448;4.697;-74.039;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;1.0;2.0;55.0;55.0;330000000.0;COP;Apartamento;Venta
449;4.724;-74.039;Bogotá D.C;Zona Norte;Usaquén;Cedritos;2.0;2.0;69.0;69.0;350000000.0;COP;Apartamento;Venta
450;4.708;-74.031;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;2.0;2.0;64.0;64.0;390000000.0;COP;Apartamento;Venta
451;4.709;-74.04899999999999;Bogotá D.C;Zona Norte;Usaquén;La Calleja;2.0;2.0;85.0;85.0;450000000.0;COP;Apartamento;Venta
452;4.695;-74.042;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;2.0;88.0;88.0;430000000.0;COP;Apartamento;Venta
453;4.708;-74.048;Bogotá D.C;Zona Norte;Usaquén;La Calleja;3.0;3.0;502.0;340.0;2600000000.0;COP;Casa;Venta
454;4.677;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;4.0;94.0;94.0;550000000.0;COP;Apartamento;Venta
455;4.705;-74.064;Bogotá D.C;Zona Noroccidental;Suba;El Batán;4.0;5.0;180.0;180.0;950000000.0;COP;Apartamento;Venta
456;4.678999999999999;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;2.0;2.0;70.0;70.0;435000000.0;COP;Apartamento;Venta
457;4.685;-74.045;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;2.0;3.0;101.0;101.0;610000000.0;COP;Apartamento;Venta
458;4.656000000000001;-74.117;Bogotá D.C;Zona Occidental;Fontibón;Carlos Lleras;2.0;1.0;59.0;59.0;295000000.0;COP;Apartamento;Venta
459;4.72;-74.04899999999999;Bogotá D.C;Zona Norte;Usaquén;Nueva Autopista;1.0;1.0;50.0;50.0;340000000.0;COP;Apartamento;Venta
460;4.615;-74.07;Bogotá D.C;Zona Centro;Santa Fe;Parque Central Bavaria;3.0;2.0;63.0;63.0;220000000.0;COP;Apartamento;Venta
461;4.676;-74.10600000000001;Bogotá D.C;Zona Occidental;Engativa;Normandia;3.0;2.0;94.0;94.0;550000000.0;COP;Apartamento;Venta
462;4.663;-74.047;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;1.0;2.0;80.0;80.0;950000000.0;COP;Apartamento;Venta
463;4.677;-74.058;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;2.0;2.0;64.0;64.0;430000000.0;COP;Apartamento;Venta
464;4.688;-74.04;Bogotá D.C;Zona Norte;Usaquén;Santa Ana;7.0;3.0;160.0;307.0;1086000000.0;COP;Casa;Venta
465;4.6739999999999995;-74.109;Bogotá D.C;Zona Occidental;Engativa;Normandia;3.0;3.0;93.0;93.0;380000000.0;COP;Apartamento;Venta
466;4.735;-74.042;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;4.0;159.0;159.0;550000000.0;COP;Casa;Venta
467;4.5889999999999995;-74.15899999999999;Bogotá D.C;Zona Sur;Ciudad Bolívar;Madelena;3.0;2.0;64.0;64.0;284400000.0;COP;Apartamento;Venta
468;4.5889999999999995;-74.15899999999999;Bogotá D.C;Zona Sur;Ciudad Bolívar;Madelena;3.0;2.0;68.0;68.0;302600000.0;COP;Apartamento;Venta
469;4.708;-74.031;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;1.0;1.0;42.0;42.0;290000000.0;COP;Apartamento;Venta
470;4.7139999999999995;-74.036;Bogotá D.C;Zona Norte;Usaquén;Cedritos;2.0;2.0;76.0;76.0;440000000.0;COP;Apartamento;Venta
471;4.7139999999999995;-74.044;Bogotá D.C;Zona Norte;Usaquén;La Calleja;3.0;2.0;89.0;89.0;475000000.0;COP;Apartamento;Venta
472;4.716;-74.04899999999999;Bogotá D.C;Zona Norte;Usaquén;La Calleja;2.0;3.0;106.0;106.0;550000000.0;COP;Apartamento;Venta
473;4.7;-74.04899999999999;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;4.0;3.0;183.0;183.0;890000000.0;COP;Apartamento;Venta
474;4.704;-74.027;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;3.0;4.0;128.0;128.0;730000000.0;COP;Apartamento;Venta
475;4.675;-74.054;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;1.0;2.0;65.0;65.0;683550000.0;COP;Apartamento;Venta
476;4.68;-74.051;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;2.0;3.0;85.0;85.0;560000000.0;COP;Apartamento;Venta
477;4.7;-74.062;Bogotá D.C;Zona Noroccidental;Suba;Alhambra;5.0;4.0;250.0;270.0;1400000000.0;COP;Casa;Venta
478;4.6739999999999995;-74.047;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;2.0;4.0;211.0;211.0;1500000000.0;COP;Apartamento;Venta
479;4.678;-74.057;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;3.0;4.0;164.0;164.0;1610000000.0;COP;Apartamento;Venta
480;4.675;-74.042;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;2.0;3.0;166.0;166.0;1185000000.0;COP;Apartamento;Venta
481;4.6819999999999995;-74.086;Bogotá D.C;Zona Occidental;Engativa;Las Ferias;6.0;3.0;165.0;171.0;420000000.0;COP;Casa;Venta
482;4.758;-74.084;Bogotá D.C;Zona Noroccidental;Suba;El Salitre;3.0;2.0;72.0;72.0;233000000.0;COP;Apartamento;Venta
483;4.761;-74.047;Bogotá D.C;Zona Noroccidental;Suba;Nueva Zelandia;3.0;2.0;69.0;69.0;273500000.0;COP;Apartamento;Venta
484;4.755;-74.081;Bogotá D.C;Zona Noroccidental;Suba;El Salitre;3.0;2.0;57.0;57.0;168000000.0;COP;Apartamento;Venta
485;4.721;-74.041;Bogotá D.C;Zona Norte;Usaquén;Cedritos;2.0;2.0;88.0;88.0;430000000.0;COP;Apartamento;Venta
486;4.711;-74.051;Bogotá D.C;Zona Norte;Usaquén;La Calleja;3.0;2.0;110.0;110.0;560000000.0;COP;Apartamento;Venta
487;4.7219999999999995;-74.031;Bogotá D.C;Zona Norte;Usaquén;Cedritos;1.0;2.0;48.0;48.0;290000000.0;COP;Apartamento;Venta
488;4.725;-74.043;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;298.0;298.0;900000000.0;COP;Casa;Venta
489;4.705;-74.028;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;2.0;3.0;105.0;105.0;520000000.0;COP;Apartamento;Venta
490;4.6739999999999995;-74.053;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;1.0;1.0;50.0;50.0;355000000.0;COP;Apartamento;Venta
491;4.673;-74.05;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;3.0;2.0;113.0;113.0;500000000.0;COP;Apartamento;Venta
492;4.6739999999999995;-74.058;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;2.0;3.0;150.0;150.0;1900000000.0;COP;Apartamento;Venta
493;4.676;-74.054;Bogotá D.C;Zona Chapinero;Chapinero;El Chicó;2.0;3.0;110.0;110.0;990000000.0;COP;Apartamento;Venta
494;4.69;-74.097;Bogotá D.C;Zona Occidental;Engativa;Santa Maria Del Lago;4.0;2.0;107.0;321.0;600000000.0;COP;Casa;Venta
495;4.657;-74.128;Bogotá D.C;Zona Occidental;Fontibón;La Felicidad;3.0;2.0;86.0;86.0;460000000.0;COP;Apartamento;Venta
496;4.706;-74.056;Bogotá D.C;Zona Noroccidental;Suba;El Batán;2.0;2.0;62.0;62.0;329900000.0;COP;Apartamento;Venta
497;4.703;-74.057;Bogotá D.C;Zona Noroccidental;Suba;El Batán;5.0;3.0;175.0;253.0;800000000.0;COP;Casa;Venta
498;4.817;-74.041;Bogotá D.C;Zona Noroccidental;Suba;Casablanca;4.0;4.0;365.0;365.0;2000000000.0;COP;Casa;Venta
499;4.73;-74.035;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;2.0;74.0;74.0;330000000.0;COP;Apartamento;Venta
500;4.698;-74.035;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;5.0;213.0;213.0;1175000000.0;COP;Apartamento;Venta
501;4.73;-74.047;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;2.0;86.0;86.0;455000000.0;COP;Apartamento;Venta
502;4.645;-74.062;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Central;1.0;1.0;40.0;40.0;315000000.0;COP;Apartamento;Venta
503;4.659;-74.051;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;4.0;179.0;179.0;1700000000.0;COP;Apartamento;Venta
504;4.665;-74.046;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;5.0;227.0;227.0;1400000000.0;COP;Apartamento;Venta
505;4.688;-74.095;Bogotá D.C;Zona Occidental;Engativa;Santa Maria Del Lago;2.0;2.0;60.0;60.0;330000000.0;COP;Apartamento;Venta
506;4.696000000000001;-74.08;Bogotá D.C;Zona Noroccidental;Suba;Pontevedra ;3.0;3.0;72.0;72.0;310000000.0;COP;Apartamento;Venta
507;4.7219999999999995;-74.066;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;4.0;125.0;125.0;515000000.0;COP;Casa;Venta
508;4.705;-74.068;Bogotá D.C;Zona Noroccidental;Suba;El Batán;3.0;4.0;163.0;163.0;998000000.0;COP;Apartamento;Venta
509;4.723;-74.039;Bogotá D.C;Zona Norte;Usaquén;Cedritos;2.0;4.0;160.0;160.0;490000000.0;COP;Apartamento;Venta
510;4.729;-74.035;Bogotá D.C;Zona Norte;Usaquén;Cedritos;2.0;2.0;62.0;62.0;215000000.0;COP;Apartamento;Venta
511;4.702;-74.036;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;3.0;130.0;130.0;520000000.0;COP;Apartamento;Venta
512;4.6080000000000005;-74.096;Bogotá D.C;Zona Centro;Los Mártires;Ricaurte;4.0;2.0;537.0;802.0;2300000000.0;COP;Casa;Venta
513;4.647;-74.06;Bogotá D.C;Zona Chapinero;Chapinero;La Salle;4.0;2.0;185.0;185.0;930000000.0;COP;Apartamento;Venta
514;4.632;-74.058;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;2.0;3.0;120.0;118.0;840000000.0;COP;Apartamento;Venta
515;4.672;-74.112;Bogotá D.C;Zona Occidental;Engativa;Normandia;3.0;3.0;280.0;208.0;725000000.0;COP;Casa;Venta
516;4.706;-74.061;Bogotá D.C;Zona Noroccidental;Suba;El Batán;4.0;3.0;246.0;246.0;850000000.0;COP;Casa;Venta
517;4.726;-74.067;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;3.0;3.0;89.0;89.0;360000000.0;COP;Apartamento;Venta
518;4.69;-74.063;Bogotá D.C;Zona Noroccidental;Suba;Pasadena ;1.0;2.0;57.0;57.0;390000000.0;COP;Apartamento;Venta
519;4.7589999999999995;-74.046;Bogotá D.C;Zona Noroccidental;Suba;Nueva Zelandia;3.0;2.0;83.0;83.0;350000000.0;COP;Apartamento;Venta
520;4.648;-74.058;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;2.0;1.0;70.0;70.0;460000000.0;COP;Apartamento;Venta
521;4.659;-74.047;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;2.0;2.0;106.0;106.0;870000000.0;COP;Apartamento;Venta
522;4.7010000000000005;-74.03;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;2.0;3.0;81.0;81.0;558900000.0;COP;Apartamento;Venta
523;4.718999999999999;-74.046;Bogotá D.C;Zona Norte;Usaquén;El Contador;3.0;4.0;110.0;110.0;600000000.0;COP;Apartamento;Venta
524;4.651;-74.086;Bogotá D.C;Zona Chapinero;Teusaquillo;Pablo VI;4.0;2.0;112.0;112.0;490000000.0;COP;Apartamento;Venta
525;4.677;-74.042;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte Ii;1.0;2.0;123.0;123.0;1100000000.0;COP;Apartamento;Venta
526;4.6419999999999995;-74.057;Bogotá D.C;Zona Chapinero;Chapinero;El Castillo;1.0;2.0;41.0;41.0;290000000.0;COP;Apartamento;Venta
527;4.638999999999999;-74.062;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;2.0;2.0;65.0;61.0;350000000.0;COP;Apartamento;Venta
528;4.678;-74.044;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;2.0;3.0;126.0;126.0;1100000000.0;COP;Apartamento;Venta
529;4.736000000000001;-74.059;Bogotá D.C;Zona Noroccidental;Suba;Mazuren;3.0;3.0;113.0;113.0;470000000.0;COP;Casa;Venta
530;4.708;-74.04899999999999;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;3.0;3.0;250.0;180.0;1400000000.0;COP;Apartamento;Venta
531;4.726;-74.03399999999999;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;3.0;129.0;103.0;390000000.0;COP;Apartamento;Venta
532;4.704;-74.041;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;4.0;145.0;145.0;920000000.0;COP;Apartamento;Venta
533;4.723;-74.03;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;2.0;100.0;100.0;415000000.0;COP;Apartamento;Venta
534;4.707;-74.031;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;3.0;3.0;134.0;134.0;540000000.0;COP;Apartamento;Venta
535;4.706;-74.028;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;3.0;3.0;98.0;98.0;515000000.0;COP;Apartamento;Venta
536;4.663;-74.12899999999999;Bogotá D.C;Zona Occidental;Fontibón;Hayuelos;3.0;2.0;51.0;51.0;220000000.0;COP;Casa;Venta
537;4.699;-74.06;Bogotá D.C;Zona Noroccidental;Suba;Alhambra;5.0;5.0;250.0;540.0;1650000000.0;COP;Casa;Venta
538;4.635;-74.148;Bogotá D.C;Zona Suroccidental;Kennedy;Castilla;3.0;1.0;55.0;55.0;165000000.0;COP;Apartamento;Venta
539;4.644;-74.058;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;1.0;2.0;62.0;62.0;410000000.0;COP;Apartamento;Venta
540;4.709;-74.032;Bogotá D.C;Zona Norte;Usaquén;Bella Suiza;1.0;2.0;73.0;73.0;480000000.0;COP;Apartamento;Venta
541;4.6930000000000005;-74.041;Bogotá D.C;Zona Norte;Usaquén;Santa Paula;1.0;2.0;65.0;65.0;465000000.0;COP;Apartamento;Venta
542;4.709;-74.04899999999999;Bogotá D.C;Zona Norte;Usaquén;La Calleja;2.0;2.0;85.0;85.0;450000000.0;COP;Apartamento;Venta
543;4.666;-74.154;Bogotá D.C;Zona Occidental;Fontibón;Zona Franca;3.0;1.0;47.0;47.0;134000000.0;COP;Apartamento;Venta
544;4.7;-74.061;Bogotá D.C;Zona Noroccidental;Suba;Alhambra;3.0;3.0;93.0;93.0;368000000.0;COP;Apartamento;Venta
545;4.734;-74.05;Bogotá D.C;Zona Noroccidental;Suba;Mazuren;3.0;3.0;148.0;148.0;570000000.0;COP;Apartamento;Venta
546;4.665;-74.04899999999999;Bogotá D.C;Zona Chapinero;Chapinero;El Retiro;3.0;4.0;189.0;189.0;1600000000.0;COP;Apartamento;Venta
547;4.656000000000001;-74.04899999999999;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;4.0;5.0;302.0;302.0;2350000000.0;COP;Apartamento;Venta
548;4.718999999999999;-74.122;Bogotá D.C;Zona Occidental;Engativa;Villas De Granada;4.0;3.0;48.0;135.0;240000000.0;COP;Casa;Venta
549;4.724;-74.036;Bogotá D.C;Zona Norte;Usaquén;Cedritos;1.0;1.0;48.0;48.0;280000000.0;COP;Apartamento;Venta
550;4.726;-74.036;Bogotá D.C;Zona Norte;Usaquén;Cedritos;3.0;2.0;81.0;81.0;400000000.0;COP;Apartamento;Venta
551;4.6739999999999995;-74.05199999999999;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;2.0;2.0;74.0;74.0;550000000.0;COP;Apartamento;Venta
552;4.725;-74.039;Bogotá D.C;Zona Norte;Usaquén;Cedritos;1.0;2.0;54.0;54.0;335000000.0;COP;Apartamento;Venta
553;4.677;-74.054;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;1.0;2.0;60.0;60.0;630000000.0;COP;Apartamento;Venta
554;4.665;-74.053;Bogotá D.C;Zona Chapinero;Chapinero;El Retiro;3.0;3.0;102.0;102.0;620000000.0;COP;Apartamento;Venta
555;4.6739999999999995;-74.109;Bogotá D.C;Zona Occidental;Engativa;Normandia;3.0;3.0;93.0;93.0;380000000.0;COP;Apartamento;Venta
556;4.699;-74.03399999999999;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;3.0;223.0;223.0;1600000000.0;COP;Apartamento;Venta
557;4.703;-74.036;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;4.0;4.0;252.0;252.0;1900000000.0;COP;Casa;Venta
558;4.658;-74.048;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;5.0;4.0;200.0;210.0;1200000000.0;COP;Apartamento;Venta
559;4.725;-74.039;Bogotá D.C;Zona Norte;Usaquén;Cedritos;2.0;2.0;64.0;64.0;320000000.0;COP;Apartamento;Venta
560;4.755;-74.038;Bogotá D.C;Zona Norte;Usaquén;San Antonio Norte;3.0;2.0;84.0;84.0;350000000.0;COP;Apartamento;Venta
561;4.6160000000000005;-74.187;Bogotá D.C;Zona Suroccidental;Bosa;Bosa La Paz;3.0;2.0;52.0;52.0;122000000.0;COP;Apartamento;Venta
562;4.7589999999999995;-74.029;Bogotá D.C;Zona Norte;Usaquén;San Antonio Norte;3.0;2.0;65.0;65.0;220000000.0;COP;Apartamento;Venta
563;4.699;-74.03399999999999;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;3.0;4.0;167.0;150.0;875000000.0;COP;Apartamento;Venta
564;4.698;-74.054;Bogotá D.C;Zona Norte;Usaquén;San Patricio;3.0;4.0;230.0;230.0;1100000000.0;COP;Apartamento;Venta
565;4.706;-74.046;Bogotá D.C;Zona Norte;Usaquén;La Calleja;4.0;4.0;536.0;370.0;3100000000.0;COP;Casa;Venta
566;4.68;-74.051;Bogotá D.C;Zona Chapinero;Chapinero;Chico Norte;4.0;6.0;217.0;217.0;1050000000.0;COP;Apartamento;Venta
567;4.699;-74.059;Bogotá D.C;Zona Noroccidental;Suba;Alhambra;4.0;4.0;260.0;188.0;1100000000.0;COP;Casa;Venta
568;4.715;-74.048;Bogotá D.C;Zona Norte;Usaquén;La Calleja;2.0;2.0;72.0;72.0;380000000.0;COP;Apartamento;Venta
569;4.696000000000001;-74.039;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;2.0;2.0;65.0;65.0;330000000.0;COP;Apartamento;Venta
570;4.681;-74.054;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;2.0;2.0;60.0;65.0;380000000.0;COP;Apartamento;Venta
571;4.646;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;3.0;2.0;90.0;90.0;670000000.0;COP;Apartamento;Venta
572;4.677;-74.04899999999999;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;2.0;2.0;72.0;83.0;380000000.0;COP;Apartamento;Venta
573;4.645;-74.054;Bogotá D.C;Zona Chapinero;Chapinero;Chapinero Alto;2.0;2.0;62.0;62.0;530000000.0;COP;Apartamento;Venta
574;4.655;-74.10600000000001;Bogotá D.C;Zona Occidental;Fontibón;Ciudad Salitre;3.0;2.0;122.0;122.0;810000000.0;COP;Apartamento;Venta
575;4.6819999999999995;-74.058;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;4.0;3.0;115.0;115.0;650000000.0;COP;Apartamento;Venta
576;4.718999999999999;-74.066;Bogotá D.C;Zona Noroccidental;Suba;Colina Campestre;4.0;3.0;290.0;257.0;1150000000.0;COP;Casa;Venta
577;4.731;-74.08;Bogotá D.C;Zona Noroccidental;Suba;Cerros De Suba;3.0;3.0;2064.0;352.0;2380000000.0;COP;Casa;Venta
578;4.694;-74.057;Bogotá D.C;Zona Noroccidental;Suba;Pasadena ;2.0;3.0;82.0;82.0;330000000.0;COP;Apartamento;Venta
579;4.66;-74.04899999999999;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;3.0;5.0;165.0;165.0;1600000000.0;COP;Apartamento;Venta
580;4.6530000000000005;-74.05199999999999;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;1.0;1.0;60.0;61.0;470000000.0;COP;Apartamento;Venta
581;4.7010000000000005;-74.036;Bogotá D.C;Zona Norte;Usaquén;Santa Barbara;4.0;3.0;191.0;191.0;1050000000.0;COP;Apartamento;Venta
582;4.613;-74.126;Bogotá D.C;Zona Centro;Puente Aranda;Milenta;5.0;3.0;160.0;370.0;870000000.0;COP;Casa;Venta
583;4.68;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;4.0;170.0;170.0;1250000000.0;COP;Apartamento;Venta
584;4.677;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;3.0;4.0;94.0;94.0;520000000.0;COP;Apartamento;Venta
585;4.678;-74.046;Bogotá D.C;Zona Chapinero;Chapinero;Chico Reservado;1.0;1.0;39.0;39.0;230000000.0;COP;Apartamento;Venta
586;4.654;-74.055;Bogotá D.C;Zona Chapinero;Chapinero;Los Rosales;2.0;2.0;131.0;131.0;980000000.0;COP;Apartamento;Venta
587;4.748;-74.087;Bogotá D.C;Zona Noroccidental;Suba;Pinar De Suba;3.0;2.0;66.0;66.0;248000000.0;COP;Apartamento;Venta
588;4.6739999999999995;-74.059;Bogotá D.C;Zona Chapinero;Chapinero;El Virrey;3.0;5.0;174.0;174.0;830000000.0;COP;Apartamento;Venta
589;4.709;-74.074;Bogotá D.C;Zona Noroccidental;Suba;Niza;3.0;3.0;325.0;275.0;865000000.0;COP;Casa;Venta
590;4.723;-74.033;Bogotá D.C;Zona Norte;Usaquén;Cedritos;1.0;2.0;47.0;47.0;350000000.0;COP;Apartamento;Venta
